"hsn_sc_code","hsn_sc_desc"
"871410  ","Of motorcycles (including mopeds):"
"87141010","Saddles"
"87141090","Other"
"871420  ","Of carriages for disabled persons:"
"87142010","Mechanically propelled"
"87142020","Non-mechanically propelled"
"87142090","Other"
"87149100","Frames and forks, and parts thereof"
"871492  ","Wheel rims and spokes:"
"87149210","Bicycle rims"
"87149220","Bicycle spokes"
"87149290","Other"
"871493  ","Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels:"
"87149310","Bicycle hubs"
"87149320","Bicycle free-wheels"
"87149390","Other"
"87149400","Brakes, including coaster braking hubs and hub brakes, and parts thereof"
"871495  ","Saddles:"
"87149510","Bicycle saddles"
"87149590","Other"
"87149600","Pedals and crank-gear, and parts thereof"
"871499  ","Other:"
"87149910","Bicycle chains"
"87149920","Bicycle wheels"
"87149990","Other"
"8715    ","BABY CARRIAGES AND PARTS THEREOF"
"871500  ","Baby carriages and parts thereof:"
"87150010","Baby carriages"
"87150020","Parts"
"8716    ","TRAILERS AND SEMI-TRAILERS; OTHER VEHICLES, NOT MECHANICALLY PROPELLED; PARTS THEREOF"
"87161000","Trailers and semi-trailers of the caravan type, for housing or camping"
"87162000","Self-loading or self-unloading trailers and semi-trailers for agricultural purposes"
"87163100","Tanker trailers and tanker semi-trailers"
"87163900","Other"
"87164000","Other trailers and semi-trailers"
"871680  ","Other vehicles:"
"87168010","Hand propelled vehicles (e.g. hand carts, rickshaws and the like)"
"87168020","Animal drawn vehicles"
"87168090","Other"
"871690  ","Parts:"
"87169010","Parts and accessories of trailers"
"87169090","Other"
"8801    ","BALLOONS AND DIRIGIBLES, GLIDERS, HANG GLIDERS AND OTHER NON-POWERED AIRCRAFT"
"880100  ","Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft:"
"88010010","Gliders and hang gliders"
"88010020","Balloons"
"88010090","Other"
"8802    ","OTHER AIRCRAFT (FOR EXAMPLE, HELICOPTORS, AEROPLANES); SPACECRAFT (INCLUDING SATELLITES) AND SUBORBITAL AND SPACECRAFT LAUNCH VEHICLES"
"88021100","Of an unladen weight not exceeding 2000 kg"
"88021200","Of an unladen weight exceeding 2000 kg"
"88022000","Aeroplanes and other aircraft, of an unladen weight not exceeding 2000 kg"
"88023000","Aeroplanes and other aircraft, of an unladen weight exceeding 2000 kg but not exceeding 15000 kg"
"88024000","Aeroplanes and other aircraft, of an unladen weight exceeding 15000 kg"
"88026000","Spacecraft (including satellites) and suborbital and spacecraft launch vehicles"
"8803    ","PARTS OF GOODS OF HEADING NUMBER 8801 OR 8802"
"88031000","Propellers and rotors and parts thereof"
"88032000","Under carriages and parts thereof"
"88033000","Other parts of Aeroplanes or Helicopters"
"88039000","Other"
"8804    ","PARACHUTES (INCLUDING DIRIGIBLE PARACHUTES AND PARAGLIDERS) AND ROTOCHUTES; PARTS THEREOF AND ACCESSORIES THERETO"
"880400  ","Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto:"
"88040010","Parachutes (including dirigible parachutes and paragliders) and parts and accessories thereof"
"88040020","Rotochutes; parts and accessories thereof"
"8805    ","AIRCRAFT LAUNCHING GEAR; DECK-ARRESTOR OR SIMILAR GEAR; GROUND FLYING TRAINERS; PARTS OF THE FOREGOING ARTICLES"
"880510  ","Aircraft launching gear and parts thereof; deck arrestor or similar gear and parts thereof:"
"88051010","Aircraft launching gear"
"88051020","Deck arrestor or similar gear"
"88051030","Part of aircraft launching gear and deck arrestor or similar gear"
"88052100","Air combat simulators and parts thereof"
"88052900","Other"
"8901    ","CRUISE SHIPS, EXCURSION BOATS, FERRY-BOATS, CARGO SHIPS, BARGES AND SIMILAR VESSELS FOR THE TRANSPORT OF PERSONS OR GOODS"
"890110  ","Cruise ships, excursion boats and similar vessels principally designed for the transport of persons; ferry-boats of all kinds:"
"89011010","Ships"
"89011020","Launches"
"89011030","Boats"
"89011040","Barges"
"89011090","Other"
"89012000","Tankers"
"89013000","Refrigerated vessels, other than those of Sub-heading 8901 20"
"89019000","Other vessels for transport of goods and other vessels for the transport of both persons and goods"
"8902    ","FISHING VESSELS; FACTORY SHIPS AND OTHER VESSELS FOR PROCESSING OR PRESERVING FISHERY PRODUCTS"
"890200  ","Fishing vessels; factory ships and other vessels for processing or preserving fishery products:"
"89020010","Trawlers and other fishing vessels"
"89020090","Other"
"8903    ","YACHTS AND OTHER VESSELS FOR PLEASURE OR SPORTS; ROWING BOATS AND CANOES"
"89031000","Inflatable"
"89039100","Sail boats, with or without auxiliary motor"
"89039200","Motorboats, other than outboard motor boats"
"890399  ","Other:"
"89039910","Canoes"
"89039990","Other"
"89040000","Tugs and Pusher craft"
"8905    ","LIGHT-VESSELS, FIRE-FLOATS, DREDGERS, FLOATING CRANES, AND OTHER VESSELS THE NAVIGABILITY OF WHICH IS SUBSIDIARY TO THEIR MAIN FUNCTION; FLOATING DOCKS; FLOATING OR SUBMERSIBLE DRILLING OR PRODUCTION PLATFORMS"
"89051000","Dredgers"
"89052000","Floating or submersible drilling or production platforms"
"890590  ","Other:"
"89059010","Floating docks"
"89059090","Other"
"8906    ","OTHER VESSELS, INCLUDING WARSHIPS AND LIFEBOATS OTHER THAN ROWING BOATS"
"89061000","Warships"
"89069000","Other"
"8907    ","OTHER FLOATING STRUCTURES (FOR EXAMPLE, RAFTS, TANKS, COFFER-DAMS, LANDING-STAGES, BUOYS AND BEACONS)"
"89071000","Inflatable rafts"
"89079000","Other"
"89080000","Vessels and other floating structures for breaking up"
"9001    ","OPTICAL FIBRES AND OPTICAL FIBRE BUNDLES; OPTICAL FIBRE CABLES OTHER THAN THOSE OF HEADING NO 8544; SHEETS AND PLATES OF POLARISING MATERIAL; LENSES (INCLUDING CONTACT LENSES), PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, UNMOUNTED, O"
"90011000","Optical fibres, Optical fibres bundles and cables"
"90012000","Sheets and plates of polarising material"
"90013000","Contact lenses"
"900140  ","Spectacle lenses of glass:"
"90014010","Polarised glass"
"90014090","Other"
"90015000","Spectacle lenses of other materials"
"900190  ","Other:"
"90019010","Optical calcite crystal"
"90019090","Other"
"9002    ","LENSES, PRISMS, MIRRORS AND OTHER OPTICAL ELEMENTS, OF ANY MATERIAL, MOUNTED, BEING PARTS OF OR FITTINGS FOR INSTRUMENTS OR APPARATUS, OTHER THAN SUCH ELEMENTS OF GLASS NOT OPTICALLY WORKED"
"90021100","For cameras, projectors or photographic enlargers or reducers"
"90021900","Other"
"90022000","Filters"
"90029000","Other"
"9003    ","FRAMES AND MOUNTINGS FOR SPECTACLES, GOGGLES OR THE LIKE, AND PARTS THEREOF"
"90031100","Of plastics"
"90031900","Of other materials"
"90039000","Parts"
"9004    ","SPECTACLES, GOGGLES AND THE LIKE, CORRECTIVE, PROTECTIVE OR OTHER"
"90041000","Sunglasses"
"900490  ","Other:"
"90049010","Passive night vision goggles"
"90049020","Prismatic eyeglasses for reading"
"90049090","Other"
"9005    ","BINOCULARS, MONOCULARS, OTHER OPTICAL TELESCOPES AND MOUNTINGS THEREFOR; OTHER ASTRONOMICAL INSTRUMENTS AND MOUNTINGS THEREFOR, BUT NOT INCLUDING INSTRUMENTS FOR RADIO-ASTRONOMY"
"90051000","Binoculars"
"900580  ","Other instruments:"
"90058010","Monocular and refracting telescopes"
"90058020","Astronomical instruments"
"90058090","Other"
"900590  ","Parts and accessories (including mountings):"
"90059010","Of binocular or telescopic of heading 9005, other than mountings"
"90059020","Mountings for astronomical instruments"
"90059090","Other"
"9006    ","PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) CAMERAS; PHOTOGRAPHIC FLASHLIGHT APPARATUS AND FLASH BULBS OTHER THAN DISCHARGE LAMPS OF HEADING 8539"
"90061000","Cameras of a kind used for preparing printing plates or cylinders"
"90063000","Cameras specially designed for under water use, for aerial survey or for medical or surgical examination of internal organs; comparison cameras for forensic or criminological purposes"
"90064000","Instant print cameras"
"90065100","With a through-the-lens viewfinder [single lens reflex (SLR)] for roll film of a width not exceeding 35 mm"
"90065200","Other, for roll film of a width less than 35 mm"
"900653  ","Other, for roll film of a width of 35 mm:"
"90065310","Fixed focus 35 mm cameras"
"90065390","Other"
"900659  ","Other:"
"90065910","Fixed focus 110 mm cameras"
"90065990","Other"
"90066100","Discharge lamp (electronic) flashlight apparatus"
"90066900","Other"
"90069100","For cameras"
"90069900","Other"
"9007    ","CINEMATOGRAPHIC CAMERAS AND PROJECTORS WHETHER OR NOT INCORPORATING SOUND RECORDING OR REPRODUCING APPARATUS"
"900710  ","Cameras:"
"90071010","For film of less than 16 mm width or for double - 8 mm film"
"90071090","Other"
"900720  ","Projectors:"
"90072010","For film of less than 16 mm width"
"90072090","Other"
"90079100","For cameras"
"90079200","For projectors"
"9008    ","IMAGE PROJECTORS, OTHER THAN CINEMATOGRAPHIC; PHOTOGRAPHIC (OTHER THAN CINEMATOGRAPHIC) ENLARGERS AND REDUCERS"
"900850  ","Projectors, enlargers and reducers:"
"90085010","Slide projectors"
"90085020","Microfilm, microfiche or other microform readers, whether or not capable of producing copies"
"90085030","Other image projectors"
"90085040","Photographic (other than Cinematographic) enlargers and reducers"
"90089000","Parts and accessories"
"9010    ","APPARATUS AND EQUIPMENT FOR PHOTOGRAPHIC (INCLUDING CINEMATOGRAPHIC) LABORATORIES  NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER; NEGATOSCOPES; PROJECTION SCREENS"
"90101000","Apparatus and equipment for automatically developing photographic (including cinematographic) film or paper in rolls or for automatically exposing developed film to rolls of photographic paper"
"90105000","Other apparatus and equipment for photographic (including cinematographic) laboratories; negatoscopes"
"90106000","Projection screens"
"90109000","Parts and accessories"
"9011    ","COMPOUND OPTICAL MICROSCOPES, INCLUDING THOSE FOR PHOTOMICRO-GRAPHY, CINEPHOTOMICROGRAPHY OR MICROPROJECTION"
"90111000","Stereoscopic microscopes"
"90112000","Other microscopes, for photomicrography, cinephotomicrography or microprojection"
"90118000","Other microscopes"
"90119000","Parts and accessories"
"9012    ","MICROSCOPES OTHER THAN OPTICAL MICROSCOPES; DIFFRACTION APPARATUS"
"901210  ","Microscopes other than optical microscopes; diffraction apparatus:"
"90121010","Electron microscopes fitted with equipment specifically designed for the handling and transport of semi conductor wafers or reticles"
"90121090","Other"
"90129000","Parts and accessories"
"9013    ","LIQUID CRYSTAL DEVICES NOT CONSTITUTING ARTICLES PROVIDED FOR MORE SPECIFICALLY IN OTHER HEADINGS; LASERS, OTHER THAN LASER DIODES; OTHER OPTICAL APPLIANCES AND INSTRUMENTS, NOT SPECIFIED OR INCLUDED ELSE WHERE IN THIS CHAPTER"
"901310  ","Telescopic sights for fitting to arms; periscopes; telescopes designed to form parts of machines, appliances, instruments or apparatus of this Chapter or Section XVI:"
"90131010","Telescopic sights for fitting to arms"
"90131020","Periscopes"
"90131090","Other"
"90132000","Lasers, other than laser diodes"
"901380  ","Other devices, appliances and instruments:"
"90138010","Liquid crystal devices (LCD)"
"90138090","Other"
"901390  ","Parts and accessories:"
"90139010","For liquid crystal devices (LCD)"
"90139090","Other"
"9014    ","DIRECTION FINDING COMPASSES; OTHER NAVIGATIONAL INSTRUMENTS AND APPLIANCES"
"90141000","Direction finding compasses"
"90142000","Instruments and appliances for aeronautical or space navigation (other than compasses)"
"901480  ","Other instruments and appliances :"
"90148010","Echo sounding instrument"
"90148020","Sextants"
"90148090","Other"
"90149000","Parts and accessories"
"9015    ","SURVEYING (INCLUDING PHOTOGRAMMETRICAL SURVEYING), HYDROGRAPHIC OCEANOGRAPHIC, HYDROLOGICAL, METEROLOGICAL OR GEO-PHYSCIAL INSTRUMENTS AND APPLIANCES, EXCLUDING COMPASSES; RANGEFINDERS"
"90151000","Rangefinders"
"90152000","Theodolities and tachymeters (tacheometers)"
"901530  ","Levels:"
"90153010","Dumpy levels or engineer's levels or builders levels (not automatic) and quick set levels with or without horizontal circles"
"90153090","Other"
"90154000","Photogrammetrical surveying instruments and appliances"
"901580  ","Other instruments and appliances:"
"90158010","Hydrographic instruments"
"90158020","Metorological instruments"
"90158030","Geophysical instruments"
"90158090","Other"
"90159000","Parts and accessories"
"9016    ","BALANCES OF A SENSITIVITY OF 5cg OR BETTER, WITH OR WITHOUT WEIGHTS"
"901600  ","Balances of a sensitivity of 5cg or better with or without weights:"
"90160010","Electric Balances"
"90160020","Other balances"
"90160090","Parts"
"9017    ","DRAWING, MARKING-OUT OR MATHEMATICAL CALCULATING INSTRUMENTS (FOR EXAMPLE, DRAFTING MACHINES, PANTOGRAPHS, PROTRACTORS, DRAWING SETS, SLIDE RULES, DISC CALCULATORS); INSTRUMENTS FOR MEASURING LENGTH FOR USE IN THE HAND (FOR EXAMPLE, MEASURING RODS AN"
"90171000","Drafting tables and machines, whether or not automatic"
"901720  ","Other drawing, marking-out or mathematical calculating instruments:"
"90172010","Drawing and marking-out instruments"
"90172020","Mathematical calculating instruments"
"90172030","Pantograph"
"90172090","Other"
"901730  ","Micrometers, calipers and gauges:"
"90173010","Micro-meters and calipers"
"90173021","Plug"
"90173022","Ring"
"90173023","Slip"
"90173029","Other"
"901780  ","Other instruments:"
"90178010","Measuring rods and tapes and divided scales"
"90178090","Other"
"90179000","Parts and accessories"
"9018    ","INSTRUMENTS AND APPLIANCES USED IN MEDICAL, SURGICAL, DENTAL OR VETERINARY SCIENCES, INCLUDING SCIENTIGRAPHIC APPARATUS, OTHER ELECTROMEDICAL APPARATUS AND SIGHT-TESTING INSTRUMENTS"
"90181100","Electro-cardiographs"
"901812  ","Ultrasonic scanning apparatus:"
"90181210","Linear ultrasound scanner"
"90181290","Other"
"90181300","Magnetic resonance imaging apparatus"
"90181400","Scientigraphic apparatus"
"901819  ","Other:"
"90181910","Electro encephalographs"
"90181920","Echo cardiograph"
"90181990","Other"
"90182000","Ultra-violet or infra-red ray apparatus"
"90183100","Syringes, with or without needles"
"901832  ","Tubular metal needles and needles for sutures:"
"90183210","Needles for suture"
"90183220","Hollow needles for injection, aspiration, biopsy and transfusion"
"90183230","Hilerio venus fistula needles"
"90183290","Other"
"901839  ","Other:"
"90183910","Catheters (for urine, stool)"
"90183920","Cardiac catheters"
"90183930","Cannulae"
"90183990","Other"
"90184100","Dental drill engines, whether or not combined on a single base with other dental equipment"
"90184900","Other"
"901850  ","Other ophthalmic instruments and appliances:"
"90185010","Opthalmoscopes"
"90185020","Tonometers"
"90185030","Ophthalmic lasers"
"90185090","Other"
"901890  ","Other instruments and appliances:"
"90189011","Instrument and apparatus for measuring blood pressure"
"90189012","Stethoscopes"
"90189019","Other"
"90189021","Bone saws, drills and trephines"
"90189022","Knives, scissors and blades"
"90189023","Forceps, forcep clamps, clips, needle holders, introducers, cephalotribe bone holding and other holding instruments"
"90189024","Chisel, gauges, elevators, raspatones, osteotome, craniotome, bone cutters"
"90189025","Retractors, spatulaprobes, hooks dialators, sounds, mallets"
"90189029","Other"
"90189031","Renal dialysis equipment (artificial Kidneys, kidney machines and dialysers)"
"90189032","Blood tranfusion apparatus"
"90189033","Haemofiltration instruments"
"90189041","Anesthetic apparatus and instruments"
"90189042","ENT precision instruments"
"90189043","Acupuncture apparatus"
"90189044","Endoscopes"
"90189091","Hilerial or venous shunts"
"90189092","Baby incubators"
"90189093","Heart-lung machines"
"90189094","Defibrillators"
"90189095","Fibrescopes"
"90189096","Laproscopes"
"90189097","Vetrasonic lithotripsy instruments"
"90189098","Apparatus for nerve stimulation"
"90189099","Other"
"9019    ","MECHANO-THERAPY APPLIANCES; MASSAGE APPARATUS; PSYCHOLOGICAL APTITUDE-TESTING APPARATUS; OZONE THERAPY, OXYGEN THERAPY, AEROSOL THERAPY, ARTIFICIAL RESPIRATION OR OTHER THERAPEUTIC RESPIRATION APPARATUS"
"901910  ","Mechano-therapy appliances; massage apparatus; psychological aptitude testing apparatus:"
"90191010","Mechano-therapy appliances"
"90191020","Massage apparatus"
"90191090","Other"
"901920  ","Ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus:"
"90192010","Oxygen therapy apparatus"
"90192090","Other"
"90200000","Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters"
"9021    ","ORTHOPAEDIC APPLIANCES, INCLUDING CRUTCHES, SURGICAL BELTS AND TRUSES; SPLINTS AND OTHER FRACTURE APPLIANCES; ARTIFICIAL PARTS OF THE BODY; HEARING AIDS AND OTHER APPLIANCES WHICH ARE WORN OR CARRIED, OR IMPLANTED IN THE BODY, TO COMPENSATE FOR A DEF"
"90211000","Orthopaedic or fracture appliances"
"90212100","Artificial teeth"
"90212900","Other"
"90213100","Artificial Joints"
"90213900","Other"
"902140  ","Hearing aids, excluding parts and accessories:"
"90214010","Frequency modulated hearing aid system used for hearing by handicapped persons in group situation"
"90214090","Other"
"90215000","Pacemakers for stimulating heart muscles, excluding parts and accessories"
"902190  ","Other:"
"90219010","Parts and accessories of hearing aids"
"90219090","Other"
"9022    ","APPARATUS BASED ON THE USE OF X-RAYS OR OF ALPHA, BETA OR GAMMA RADIATIONS, WHETHER OR NOT FOR MEDICAL, SURGICAL, DENTAL OR VETERINARY USES, INCLUDING RADIOGRAPHY OR RADIO-THERAPY APPRATUS, X-RAY TUBES AND OTHER X-RAY GENERATORS, HIGH TENSION GENERAT"
"90221200","Computed tomography apparatus"
"90221300","Other, for dental uses"
"902214  ","Other, for medical, surgical or veterinary uses:"
"90221410","X-ray generators and apparatus (non-portable)"
"90221420","Portable X-ray machine"
"90221490","Other"
"90221900","For other uses"
"90222100","For medical, surgical, dental or veterinary uses"
"90222900","For other uses"
"90223000","X-ray tubes"
"902290  ","Other, including parts and accessories:"
"90229010","X-ray valves"
"90229020","Radiation generation units"
"90229030","Radiation beam delivery units"
"90229040","X-ray examination or treatment table, chairs and the like"
"90229090","Other"
"9023    ","INSTRUMENTS, APPARATUS AND MODELS, DESIGNED FOR DEMONSTRATIONAL PURPOSES (FOR EXAMPLE, IN EDUCATION OR EXHIBITIONS), UNSUITABLE FOR OTHER USES"
"902300  ","Instruments, apparatus and models, designed for demonstrational purposes (for example, in education or exhibitions), unsuitable for other uses:"
"90230010","Teaching aids"
"90230090","Other"
"9024    ","MACHINES AND APPLIANCES FOR TESTING THE HARDNESS, STRENGTH, COMPRESSIBILITY, ELEASTICITY OR OTHER MECHANICAL PROPERTIES OF MATERIALS (FOR EXAMPLE, METALS, WOOD, TEXTILES, PAPER, PLASTICS)"
"90241000","Machines and appliances for testing metals"
"902480  ","Other machines and appliances:"
"90248010","For testing textiles, paper and paper board"
"90248091","For testing hardness"
"90248099","Other"
"90249000","Parts and accessories"
"9025    ","HYDROMETERS, AND SIMILAR FLOATING INSTRUMENTS, THERMOMETERS, PYROMETERS, BAROMETERS, HYGROMETERS AND PSYCHROMETERS, RECORDING OR NOT, AND ANY COMBINATION OF THESE INSTRUMENTS"
"902511  ","Liquid-filled, for direct reading:"
"90251110","Clinical thermometers"
"90251190","Other"
"902519  ","Other:"
"90251910","Digital thermometers"
"90251920","Pyrometers"
"90251990","Other"
"902580  ","Other instruments:"
"90258010","Hydrometers and similar floating instruments"
"90258020","Barometers, not combined with other instruments"
"90258030","Lactometer"
"90258090","Other"
"90259000","Parts and accessories"
"9026    ","INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING THE FLOW, LEVEL, PRESSURE OR OTHER VARIABLES OF LIQUIDS OR GASES (FOR EXAMPLE, FLOW METERS, LEVEL GAUGES, MANOMETERS, HEAT METERS), EXCLUDING INSTRUMENTS AND APPARATUS OF HEADING 9014, 9015, 9028 OR"
"902610  ","For measuring or checking the flow or level of liquids:"
"90261010","Flow meters"
"90261020","Level gauges"
"90261090","Other"
"90262000","For measuring or checking pressure"
"902680  ","Other instruments or apparatus:"
"90268010","Heat meters"
"90268090","Other"
"90269000","Parts and accessories"
"9027    ","INSTRUMENTS AND APPARATUS FOR PHYSICAL OR CHEMICAL ANALYSIS (FOR EXAMPLE, POLARIMETERS, REFRACTOMETERS, SPECTROMETERS, GAS OR SMOKE ANALYSIS APPARATUS); INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING VISCOSITY, POROSITY, EXPANSION, SURFACE TENSI"
"90271000","Gas or smoke analysis apparatus"
"90272000","Chromatographs and electrophoresis instruments"
"902730  ","Spectrometers, spectrophotometers and spectrographs using optical radiations (UV, visible, IR):"
"90273010","Spectrometers"
"90273020","Spectrophotometers"
"90273090","Other"
"902750  ","Other instruments and apparatus using optical radiations (UV, visible, IR):"
"90275010","Photometers"
"90275020","Refractometers"
"90275030","Polarimeters"
"90275090","Other"
"902780  ","Other instruments and apparatus:"
"90278010","Viscometers"
"90278020","Calorimeters"
"90278030","Instruments and apparatus for measuring the surface or interfocial tension of liquids."
"90278040","Nuclear magnetic resonance instruments"
"90278090","Other"
"902790  ","Microtomes; parts and accessories:"
"90279010","Microtomes, including parts and accusscries thereof"
"90279020","Printed circuit assemblies for the goods of sub-heading 9027 80"
"90279090","Other"
"9028    ","GAS, LIQUID OR ELECTRICITY SUPPLY OR PRODUCTION METERS, INCLUDING CALIBRATING METERS THEREFOR"
"90281000","Gas meters"
"90282000","Liquid meters"
"902830  ","Electricity meters:"
"90283010","For alternating current"
"90283090","Other"
"902890  ","Parts and accessories:"
"90289010","For electricity meters"
"90289090","Other"
"9029    ","REVOLUTION COUNTERS, PRODUCTION COUNTERS, TAXIMETERS, MILO METERS, PEDOMETERS AND THE LIKE; SPEED INDICATORS AND TACHO METERS, OTHER THAN THOSE OF HEADING 9014 OR 9015; STROBOSCOPES"
"902910  ","Revolution counters, production counters, taximeters, mileometers, pedometers and the like:"
"90291010","Taximeters"
"90291090","Other"
"902920  ","Speed indicators and tachometers; stroboscopes:"
"90292010","Tachometers, non-electrical"
"90292020","Speedometers, non-electrical"
"90292030","Stroboscopes"
"90292090","Other"
"90299000","Parts and accessories"
"9030    ","OSCILLOSCOPES, SPECTRUM ANALYSERS AND OTHER INSTRUMENTS AND APPARATUS FOR MEASURING OR CHECKING ELECTRICAL QUANTITIES, EXCLUDING METERS OF HEADING 9028; INSTRUMENTS AND APPARATUS FOR MEASURING OR DETECTING ALPHA, BETA, GAMMA, X-RAY COSMIC OR OTHER IO"
"90301000","Instruments and apparatus for measuring or detecting ionising radiations"
"90302000","Oscilloscopes and oscillographs"
"90303100","Multimeters without a recording device"
"90303200","Multimeters with a recording device"
"903033  ","Other, without a recording device:"
"9030330 ","Ammeters,volt meters and watt meters"
"90303320","Spectrum resistance meters"
"90303330","Capacitance meter"
"90303340","Frequency measuring apparatus"
"90303350","Megar meters"
"90303390","Other"
"90303900","Other, with a recording device"
"90304000","Other instruments and apparatus, specially designed for telecommunications (for example, cross-talk meters, gain measuring instruments, distortion factor meters, psophometers)"
"90308200","For measuring or checking semiconductor wafer or device"
"90308400","Other, with a recording device"
"903089  ","Other:"
"90308910","Scintillator counters"
"90308920","Vectroscope"
"90308990","Other"
"903090  ","Parts and accessories:"
"90309010","Of meters and counters"
"90309090","Other"
"9031    ","MEASURING OR CHECKING INSTRUMENTS, APPLIANCES AND MACHINES, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER; PROFILE PROJECTORS"
"90311000","Machines for balancing mechanical parts"
"90312000","Test benches"
"90314100","For inspecting semiconductor wafers, or devices or for inspecting photo-masks or reticules used in manufacturing semiconductor devices"
"90314900","Other"
"90318000","Other instruments, appliances and machines"
"90319000","Parts and accessories"
"9032    ","AUTOMATIC REGULATING OR CONTROLLIING INSTRUMENTS AND APPARATUS"
"903210  ","Thermostats:"
"90321010","For refrigerating and air-conditioning appliances and machinery"
"90321090","Other"
"903220  ","Manostats:"
"90322010","For refrigerating and air-conditioning appliances and machinery"
"90322090","Other"
"90328100","Hydraulic or pneumatic"
"903289  ","Other:"
"90328910","Electronic automatic regulators"
"90328990","Other"
"90329000","Parts and accessories"
"90330000","Parts and accessories (not specified or included elsewhere in this Chapter) for machines, appliances, instruments or apparatus of Chapter 90"
"9101    ","WRIST-WATCHES, POCKET-WATCHES AND OTHER WATCHES, INCLUDING STOP-WATCHES, WITH CASE OF PRECIOUS METAL OR OF METAL CLAD WITH PRECIOUS METAL"
"91011100","With mechanical display only"
"91011900","Other"
"91012100","With automatic winding"
"91012900","Other"
"910191  ","Electrically operated :"
"91019110","Pocket watches"
"91019120","Stop watches"
"91019190","Other"
"910199  ","Other:"
"91019910","Pocket watches"
"91019920","Stop watches"
"91019990","Other"
"9102    ","WRIST-WATCHES, POCKET-WATCHES AND OTHER WATCHES, INCLUDING STOP WATCHES, OTHER THAN THOSE OF HEADING 9101"
"91021100","With mechanical display only"
"91021200","With opto-electronic display only"
"91021900","Other"
"91022100","With automatic winding"
"91022900","Other"
"910291  ","Electrically operated:"
"91029110","Pocket watches"
"91029120","Stop watches"
"91029190","Other"
"910299  ","Other:"
"91029910","Pocket watches"
"91029920","Stop watches"
"91029990","Other"
"9103    ","CLOCKS WITH WATCH MOVEMENTS, EXCLUDING CLOCKS OF HEADING 9104"
"91031000","Electrically operated"
"91039000","Other"
"91040000","Instrument panel clocks and clocks of a similar type for vehicles, aircraft, spacecraft or vessels"
"9105    ","OTHER CLOCKS"
"91051100","Electrically operated"
"91051900","Other"
"91052100","Electrically operated"
"91052900","Other"
"91059100","Battery, accumulator or mains powered"
"910599  ","Other:"
"91059910","Time pieces"
"91059990","Other"
"9106    ","TIME OF DAY RECORDING APPARATUS AND APPARATUS FOR MEASURING, RECORDING OR OTHERWISE INDICATING INTERVALS OF TIME, WITH CLOCK OR WATCH MOVEMENT OR WITH SYNCHRONOUS MOTOR (FOR EXAMPLE, TIME-REGISTERS, TIME-RECORDERS)"
"91061000","Time registers; time-recorders"
"91069000","Other"
"91070000","Time switches with clock or watch movement or with synchronous motor"
"9108    ","WATCH MOVEMENTS, COMPLETE AND ASSEMBLED"
"91081100","With mechanical display only or with a device to which a mechanical display can be incorporated"
"91081200","With opto-electronic display only"
"91081900","Other"
"91082000","With automatic winding"
"91089000","Other"
"9109    ","CLOCK MOVEMENTS, COMPLETE AND ASSEMBLED"
"910910  ","Electrically operated:"
"91091000","Of alarm clocks"
"91091090","Other"
"91099000","Other"
"9110    ","COMPLETE WATCH OR CLOCK MOVEMENTS, UNASSEMBLED OR PARTLY ASSEMBLED (MOVEMENT SETS); INCOMPLETE WATCH OR CLOCK MOVEMENTS, ASSEMBLED; ROUGH WATCH OR CLOCK MOVEMENTS"
"91101100","Complete movements, unassembled or partly assembled (movement sets)"
"91101200","Incomplete movements, assembled"
"91101900","Rough movements"
"91109000","Other"
"9111    ","WATCH CASES AND PARTS THEREOF"
"91111000","Cases of precious metal or of metal clad with precious metal"
"91112000","Cases of base metal, whether or not gold- or silver-plated"
"91118000","Other cases"
"91119000","Parts"
"9112    ","CLOCK CASES AND CASES OF A SIMILAR TYPE FOR OTHER GOODS OF THIS CHAPTER, AND PARTS THEREOF"
"91122000","Cases"
"91129000","Parts"
"9113    ","WATCH STRAPS, WATCH BANDS AND WATCH BRACELETS, AND PARTS THEREOF"
"91131000","Of precious metal or of metal clad with precious metal"
"911320  ","Of base metal, whether or not gold- or silver-plated:"
"91132010","Parts"
"91132090","Other"
"911390  ","Other:"
"91139010","Parts"
"91139090","Other"
"9114    ","OTHER CLOCK OR WATCH PARTS"
"911410  ","Springs, including hair-Springs:"
"91141010","For watches"
"91141020","For clocks"
"91142000","Jewels"
"911430  ","Dials:"
"91143010","For watches"
"91143020","For clocks"
"911440  ","Plates and bridges:"
"91144010","For watches"
"91144020","For clocks"
"911490  ","Other:"
"91149030","Jewels"
"91149091","For watches"
"91149092","For clocks"
